run,step,loss/reconstruction
small-sc341,8131,5.904290199279785
small-sc341,8133,5.993745803833008
small-sc341,8176,6.032022476196289
small-sc341,8186,6.1227216720581055
small-sc341,8204,6.138014793395996
small-sc341,8224,6.168486595153809
small-sc341,8238,6.140110492706299
small-sc341,8239,6.173548698425293
small-sc341,8259,5.915735244750977
small-sc341,8275,5.998935699462891
small-sc341,8352,6.069372177124023
small-sc341,8371,6.111392974853516
small-sc341,8377,6.053757190704346
small-sc341,8381,5.969941139221191
small-sc341,8449,6.074202537536621
small-sc341,8465,6.020256042480469
small-sc341,8481,6.033448219299316
small-sc341,8482,6.086552619934082
small-sc341,8488,6.1395721435546875
small-sc341,8492,5.93546724319458
small-sc341,8508,5.94964075088501
small-sc341,8516,5.882107257843018
small-sc341,8529,5.941795349121094
small-sc341,8533,6.017639636993408
small-sc341,8540,5.942381858825684
small-sc341,8567,5.99857759475708
small-sc341,8573,5.98922061920166
small-sc341,8584,6.1484808921813965
small-sc341,8599,5.919647693634033
small-sc341,8613,5.939903259277344
small-sc341,8644,6.010560035705566
small-sc341,8645,5.906674385070801
small-sc341,8661,6.063342094421387
small-sc341,8662,5.962449550628662
small-sc341,8687,6.037136554718018
small-sc341,8744,5.77632999420166
small-sc341,8753,6.010652542114258
small-sc341,8755,5.964763641357422
small-sc341,8776,5.86427640914917
small-sc341,8779,5.949275016784668
small-sc341,8783,5.928234100341797
small-sc341,8794,5.839991569519043
small-sc341,8800,5.837482452392578
small-sc341,8823,5.941962242126465
small-sc341,8841,5.8894267082214355
small-sc341,8863,5.889962673187256
small-sc341,8871,5.86985969543457
small-sc341,8874,5.872183799743652
small-sc341,8876,5.970576763153076
small-sc341,8911,5.84273624420166
small-sc341,8920,5.817559242248535
small-sc341,8925,5.915804862976074
small-sc341,8945,5.974423408508301
small-sc341,8947,5.863309860229492
small-sc341,8957,5.832024097442627
small-sc341,8991,5.970941543579102
small-sc341,8992,5.848833084106445
small-sc341,9007,5.73246955871582
small-sc341,9022,6.084034442901611
small-sc341,9032,5.800825595855713
small-sc341,9047,5.861170768737793
small-sc341,9067,5.81612491607666
small-sc341,9071,5.7312092781066895
small-sc341,9092,5.935482978820801
small-sc341,9120,5.698635101318359
small-sc341,9132,5.883962631225586
small-sc341,9133,5.8046393394470215
small-sc341,9144,5.753993511199951
small-sc341,9146,5.9808759689331055
small-sc341,9157,5.85292911529541
small-sc341,9159,5.7340087890625
small-sc341,9166,6.020800590515137
small-sc341,9174,5.837924003601074
small-sc341,9184,5.777854919433594
small-sc341,9200,5.767409324645996
small-sc341,9208,5.84114933013916
small-sc341,9268,5.759075164794922
small-sc341,9284,5.7378435134887695
small-sc341,9336,5.892110824584961
small-sc341,9344,5.828609466552734
small-sc341,9358,5.682864189147949
small-sc341,9360,5.844669818878174
small-sc341,9375,5.993759632110596
small-sc341,9429,5.801385879516602
small-sc341,9434,5.684100151062012
small-sc341,9445,5.840625762939453
small-sc341,9449,5.788739204406738
small-sc341,9450,5.721245288848877
small-sc341,9468,5.929559707641602
small-sc341,9472,6.041107177734375
small-sc341,9487,5.787775993347168
small-sc341,9491,5.8604044914245605
small-sc341,9504,5.855986595153809
small-sc341,9574,5.856491565704346
small-sc341,9584,5.897538185119629
small-sc341,9617,5.63616943359375
small-sc341,9629,5.801856517791748
small-sc341,9639,5.661378383636475
small-sc341,9640,5.629528045654297
small-sc341,9648,5.947567939758301
small-sc341,9659,5.7841715812683105
small-sc341,9672,5.663814067840576
small-sc341,9753,5.598613739013672
small-sc341,9761,5.637416839599609
small-sc341,9763,5.614258766174316
small-sc341,9776,5.710731506347656
small-sc341,9854,5.614126682281494
small-sc341,9889,5.76427698135376
small-sc341,9908,5.719459533691406
small-sc341,9911,5.620213508605957
small-sc341,9914,5.773929595947266
small-sc341,9917,5.688884735107422
small-sc341,9920,5.643276214599609
small-sc341,9931,5.517060279846191
small-sc341,9939,5.6145172119140625
small-sc341,9959,5.644448280334473
small-sc341,9974,5.710601806640625
small-sc341,9986,5.630721092224121
small-sc341,10028,5.5704450607299805
small-sc341,10041,5.551127910614014
small-sc341,10060,5.658344268798828
small-sc341,10068,5.832247734069824
small-sc341,10090,5.463717460632324
small-sc341,10100,5.598400115966797
small-sc341,10118,5.748416900634766
small-sc341,10149,5.604910373687744
small-sc341,10158,5.688048362731934
small-sc341,10164,5.605358600616455
small-sc341,10166,5.612127304077148
small-sc341,10176,5.669966220855713
small-sc341,10177,5.673832416534424
small-sc341,10182,5.803841590881348
small-sc341,10190,5.474584579467773
small-sc341,10222,5.549952507019043
small-sc341,10297,5.601183891296387
small-sc341,10301,5.737921237945557
small-sc341,10303,5.526350975036621
small-sc341,10334,5.6166205406188965
small-sc341,10345,5.583930015563965
small-sc341,10410,5.354059219360352
small-sc341,10435,5.588037490844727
small-sc341,10448,5.667886734008789
small-sc341,10453,5.520242691040039
small-sc341,10497,5.4288010597229
small-sc341,10524,5.443382263183594
small-sc341,10534,5.731415748596191
small-sc341,10540,5.4623308181762695
small-sc341,10549,5.52268123626709
small-sc341,10569,5.515514373779297
small-sc341,10585,5.497537612915039
small-sc341,10616,5.561911582946777
small-sc341,10630,5.48610258102417
small-sc341,10657,5.566927909851074
small-sc341,10699,5.56882905960083
small-sc341,10738,5.571054458618164
small-sc341,10746,5.391271591186523
small-sc341,10756,5.5927815437316895
small-sc341,10770,5.324776649475098
small-sc341,10780,5.469816207885742
small-sc341,10797,5.415214538574219
small-sc341,10800,5.416945457458496
small-sc341,10801,5.581713676452637
small-sc341,10830,5.62434196472168
small-sc341,10918,5.590301513671875
small-sc341,10921,5.57351016998291
small-sc341,10928,5.474123001098633
small-sc341,10942,5.56620979309082
small-sc341,10965,5.550755977630615
small-sc341,10972,5.347936630249023
small-sc341,10999,5.526140213012695
small-sc341,11011,5.462281227111816
small-sc341,11022,5.534245491027832
small-sc341,11032,5.474656105041504
small-sc341,11036,5.559779167175293
small-sc341,11039,5.466418266296387
small-sc341,11041,5.393452167510986
small-sc341,11042,5.351431846618652
small-sc341,11047,5.620881080627441
small-sc341,11048,5.6189374923706055
small-sc341,11053,5.7133283615112305
small-sc341,11128,5.408886432647705
small-sc341,11132,5.497847557067871
small-sc341,11136,5.5226640701293945
small-sc341,11144,5.487640380859375
small-sc341,11159,5.287212371826172
small-sc341,11192,5.404189586639404
small-sc341,11194,5.407719135284424
small-sc341,11200,5.599069118499756
small-sc341,11204,5.367874622344971
small-sc341,11205,5.613410949707031
small-sc341,11211,5.476282596588135
small-sc341,11214,5.534193992614746
small-sc341,11224,5.554189682006836
small-sc341,11244,5.592865467071533
small-sc341,11253,5.5291852951049805
small-sc341,11262,5.295337677001953
small-sc341,11312,5.334944725036621
small-sc341,11353,5.41187858581543
small-sc341,11356,5.436985492706299
small-sc341,11358,5.3991289138793945
small-sc341,11410,5.406693458557129
small-sc341,11426,5.360141754150391
small-sc341,11428,5.361910820007324
small-sc341,11501,5.2372918128967285
small-sc341,11524,5.325834274291992
small-sc341,11526,5.357124328613281
small-sc341,11539,5.569071292877197
small-sc341,11550,5.22442626953125
small-sc341,11566,5.290385723114014
small-sc341,11582,5.280527114868164
small-sc341,11671,5.517972946166992
small-sc341,11675,5.398626327514648
small-sc341,11676,5.268901348114014
small-sc341,11691,5.456000804901123
small-sc341,11694,5.204610824584961
small-sc341,11741,5.3618669509887695
small-sc341,11794,5.405494689941406
small-sc341,11796,5.276957035064697
small-sc341,11818,5.49122428894043
small-sc341,11838,5.401837348937988
small-sc341,11845,5.2938690185546875
small-sc341,11856,5.289450168609619
small-sc341,11862,5.259587287902832
small-sc341,11868,5.372311592102051
small-sc341,11884,5.390700817108154
small-sc341,11897,5.257866859436035
small-sc341,11928,5.305190086364746
small-sc341,11960,5.112363815307617
small-sc341,11962,5.198374271392822
small-sc341,11997,5.1913347244262695
small-sc341,12039,5.2865142822265625
small-sc341,12055,5.194831371307373
small-sc341,12076,5.295395374298096
small-sc341,12080,5.274355888366699
small-sc341,12087,5.160609722137451
small-sc341,12111,5.310646057128906
small-sc341,12136,5.221195220947266
small-sc341,12166,5.322368621826172
small-sc341,12184,5.1498823165893555
small-sc341,12210,5.245095252990723
small-sc341,12221,5.122119426727295
small-sc341,12224,5.243083953857422
small-sc341,12230,5.222378253936768
small-sc341,12248,5.254341125488281
small-sc341,12273,5.310696125030518
small-sc341,12286,5.291467189788818
small-sc341,12300,5.192131042480469
small-sc341,12328,5.225893974304199
small-sc341,12340,5.255556106567383
small-sc341,12348,5.383180618286133
small-sc341,12428,5.283346176147461
small-sc341,12454,5.04470157623291
small-sc341,12463,5.358729362487793
small-sc341,12492,5.195972442626953
small-sc341,12494,5.151424407958984
small-sc341,12507,5.205032825469971
small-sc341,12508,5.277989864349365
small-sc341,12543,5.022042274475098
small-sc341,12569,5.146299362182617
small-sc341,12574,5.047660827636719
small-sc341,12586,5.195818901062012
small-sc341,12591,5.232087135314941
small-sc341,12646,5.013669013977051
small-sc341,12659,5.102692604064941
small-sc341,12661,5.1793317794799805
small-sc341,12673,5.1949782371521
small-sc341,12674,5.265995025634766
small-sc341,12689,5.262506484985352
small-sc341,12733,5.163916110992432
small-sc341,12784,5.469841480255127
small-sc341,12789,5.153954029083252
small-sc341,12792,5.265272617340088
small-sc341,12802,5.152202606201172
small-sc341,12827,5.254980087280273
small-sc341,12831,5.224964618682861
small-sc341,12835,5.11138391494751
small-sc341,12836,5.12141227722168
small-sc341,12840,5.07058048248291
small-sc341,12855,5.094597339630127
small-sc341,12898,5.154292106628418
small-sc341,12905,5.189644813537598
small-sc341,12907,5.168126106262207
small-sc341,12929,5.11170768737793
small-sc341,12931,5.197432994842529
small-sc341,12945,5.075626373291016
small-sc341,12951,5.125275611877441
small-sc341,12969,5.094350814819336
small-sc341,12973,5.117481231689453
small-sc341,12979,4.950318336486816
small-sc341,12987,5.1139655113220215
small-sc341,12992,4.978243350982666
small-sc341,13013,5.111128807067871
small-sc341,13019,5.0645246505737305
small-sc341,13020,5.177332878112793
small-sc341,13036,5.139328956604004
small-sc341,13049,5.064811706542969
small-sc341,13050,5.369027137756348
small-sc341,13064,4.959850311279297
small-sc341,13103,5.102509498596191
small-sc341,13131,5.126049518585205
small-sc341,13135,5.16375732421875
small-sc341,13149,5.09332799911499
small-sc341,13217,5.085989952087402
