run,step,loss
small-sc341-nsp-small,2085,3.086048126220703
small-sc341-nsp-small,2086,3.008436679840088
small-sc341-nsp-small,2087,3.1033544540405273
small-sc341-nsp-small,2093,3.0754075050354004
small-sc341-nsp-small,2100,3.1685409545898438
small-sc341-nsp-small,2101,3.0840039253234863
small-sc341-nsp-small,2103,3.0436530113220215
small-sc341-nsp-small,2105,3.1961753368377686
small-sc341-nsp-small,2114,3.179131031036377
small-sc341-nsp-small,2115,3.04142427444458
small-sc341-nsp-small,2122,3.0978574752807617
small-sc341-nsp-small,2123,3.0811712741851807
small-sc341-nsp-small,2126,3.1090805530548096
small-sc341-nsp-small,2134,2.9975709915161133
small-sc341-nsp-small,2135,3.088820457458496
small-sc341-nsp-small,2139,3.1291005611419678
small-sc341-nsp-small,2144,3.2014408111572266
small-sc341-nsp-small,2146,3.099979877471924
small-sc341-nsp-small,2148,3.075312614440918
small-sc341-nsp-small,2151,3.0467352867126465
small-sc341-nsp-small,2153,3.2125768661499023
small-sc341-nsp-small,2158,3.1752026081085205
small-sc341-nsp-small,2162,3.042476177215576
small-sc341-nsp-small,2168,3.109510898590088
small-sc341-nsp-small,2170,3.13427734375
small-sc341-nsp-small,2172,3.092911720275879
small-sc341-nsp-small,2185,3.1424357891082764
small-sc341-nsp-small,2191,3.0716354846954346
small-sc341-nsp-small,2209,3.0587031841278076
small-sc341-nsp-small,2218,3.1909446716308594
small-sc341-nsp-small,2221,3.059705972671509
small-sc341-nsp-small,2227,3.1144537925720215
small-sc341-nsp-small,2233,3.0053398609161377
small-sc341-nsp-small,2235,2.9818530082702637
small-sc341-nsp-small,2239,3.1717209815979004
small-sc341-nsp-small,2240,3.066960096359253
small-sc341-nsp-small,2241,3.1741390228271484
small-sc341-nsp-small,2245,3.086996555328369
small-sc341-nsp-small,2246,3.1115822792053223
small-sc341-nsp-small,2250,3.0644073486328125
small-sc341-nsp-small,2253,3.070688486099243
small-sc341-nsp-small,2258,3.135174512863159
small-sc341-nsp-small,2260,2.998222589492798
small-sc341-nsp-small,2277,3.041581630706787
small-sc341-nsp-small,2281,3.101210355758667
small-sc341-nsp-small,2289,3.114593029022217
small-sc341-nsp-small,2290,3.0306904315948486
small-sc341-nsp-small,2297,3.02321195602417
small-sc341-nsp-small,2303,3.010897636413574
small-sc341-nsp-small,2304,3.1063904762268066
small-sc341-nsp-small,2310,3.105153799057007
small-sc341-nsp-small,2313,3.0344624519348145
small-sc341-nsp-small,2314,3.0265254974365234
small-sc341-nsp-small,2315,3.0733273029327393
small-sc341-nsp-small,2320,3.123884916305542
